0,0,1
5,0,2
10,0,3
15,0,4
20,0,5
25,0,6
30,0,7
35,0,8
40,0,9
0,5,10
5,5,11
10,5,12
15,5,13
20,5,14
25,5,15
30,5,16
35,5,17
40,5,18
0,10,19
5,10,20
10,10,21
15,10,22
20,10,23
25,10,24
30,10,25
35,10,26
40,10,27
0,15,28
5,15,29
10,15,30
15,15,31
20,15,32
25,15,33
30,15,34
35,15,35
40,15,36
0,20,37
5,20,38
10,20,39
15,20,40
20,20,41
25,20,42
30,20,43
35,20,44
40,20,45
0,25,46
5,25,47
10,25,48
15,25,49
20,25,50
25,25,51
30,25,52
35,25,53
40,25,54
0,30,55
5,30,56
10,30,57
15,30,58
20,30,59
25,30,60
30,30,61
35,30,62
40,30,63
